B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,EVI,GNDVI,NDVI,PSRI,SAVI,Top,Landcover
0.109,0.00105,0.1572,0.05535,0.0799,0.07155,0.03875,0.07115,0.2375,0.3251,0.3138,0.36505,0.0502,0.8171390927770791,0.67224,0.8080733,-0.0898507,0.5415467890243598,2.197065,Forest
0.1115,0.0011,0.16415,0.0613,0.08315,0.0716,0.04435,0.07585,0.21375,0.28405,0.2668,0.3232,0.045,0.7219043532377442,0.6372847,0.7586723,-0.08431312,0.4821335838668214,2.2925978,Forest
0.1098,0.001,0.1498,0.055,0.082,0.07685,0.04405,0.0791,0.232,0.3027,0.2861,0.34955,0.0556,0.764629347655475,0.6395404,0.7761687,-0.09383492,0.5128133476249519,1.9492519,Forest
0.10755,0.0011,0.1252,0.0474,0.07655,0.0628,0.0363,0.0614,0.1722,0.22625,0.2119,0.26375,0.04855,0.6266357813819938,0.61537284,0.7580403,-0.10047393,0.4264420802466517,1.9936306,Forest
0.1076,0.0011,0.197,0.0756,0.083,0.0879,0.0458,0.106,0.322,0.4099,0.4048,0.4766,0.0592,0.9540260080169606,0.68857396,0.8246554,-0.08833403,0.6320422452587154,2.2411833,Forest
0.1077,0.001,0.14545,0.0534,0.0768,0.0658,0.03635,0.065,0.22045,0.3037,0.28535,0.33245,0.0513,0.7595813661980587,0.6695543,0.8028742,-0.08858476,0.5112223769543115,2.2104862,Forest
0.1084,0.001,0.1327,0.04925,0.078,0.0678,0.03965,0.0664,0.1953,0.2575,0.25395,0.2961,0.04905,0.6755795435991714,0.6273701,0.76381236,-0.09506924,0.4602751887461865,1.9572271,Forest
0.10775,9.5E-4,0.1464,0.05205,0.07615,0.06615,0.03515,0.07235,0.23775,0.31795,0.2824,0.36275,0.05765,0.8169372313185083,0.6915365,0.8233224,-0.085458316,0.5472769754064539,2.213152,Forest
0.10685,0.001,0.15495,0.0578,0.0792,0.07345,0.03905,0.0768,0.23405,0.3082,0.3026,0.3539,0.05155,0.7917169189293721,0.65625364,0.80124694,-0.0972026,0.5288929756643526,2.1095984,Forest
0.10875,0.001,0.1268,0.04715,0.0783,0.067,0.0381,0.06915,0.18815,0.254,0.2345,0.28265,0.04465,0.6616612358734392,0.6167596,0.7624318,-0.102246605,0.4469387665621154,1.8925372,Forest
0.10605,0.00105,0.13705,0.05325,0.0793,0.0721,0.04025,0.0733,0.20855,0.2755,0.2585,0.3072,0.04445,0.6995912107501548,0.619826,0.768312,-0.103678375,0.4725057711447278,1.9008323,Forest
0.1082,9.5E-4,0.1789,0.0698,0.08075,0.0768,0.0436,0.08645,0.24395,0.31435,0.29815,0.3492,0.04675,0.7600666893959998,0.6394366,0.77800405,-0.09507446,0.5134408706016675,2.329427,Forest
0.1071,0.001,0.1566,0.05695,0.07745,0.06965,0.0372,0.07335,0.23865,0.318,0.30765,0.36085,0.05455,0.8065641669889458,0.6764228,0.81308883,-0.08992656,0.5405879470015952,2.2483847,Forest
0.1048,9.5E-4,0.15155,0.05495,0.07695,0.0652,0.0372,0.07095,0.22365,0.30495,0.29135,0.33895,0.0481,0.7658435125093206,0.67734754,0.8022066,-0.08260805,0.5166067542567452,2.3243864,Forest
0.10705,0.001,0.137,0.0531,0.08015,0.06955,0.04215,0.0705,0.1792,0.2336,0.22255,0.27115,0.04255,0.6203104273171758,0.5917229,0.73092884,-0.101051085,0.4223533699293373,1.9698058,Forest
0.10835,0.00105,0.15245,0.055,0.079,0.0706,0.0388,0.0734,0.25095,0.33645,0.32685,0.381,0.05005,0.8376579207308628,0.68733394,0.8151501,-0.08346457,0.5580561090434495,2.1593482,Forest
0.1043,0.001,0.13335,0.048,0.0753,0.0655,0.0351,0.06685,0.2133,0.2843,0.2737,0.32335,0.05065,0.7435256006791221,0.6631092,0.8041568,-0.09401576,0.5036694141381918,2.035878,Forest
0.1058,0.001,0.1549,0.0582,0.0775,0.0666,0.0385,0.0709,0.2189,0.298,0.2842,0.3302,0.0499,0.7441706019905014,0.6643145,0.79115814,-0.08509995,0.5036836504699559,2.3258257,Forest
0.10745,9.5E-4,0.13785,0.05015,0.07525,0.0649,0.0357,0.06405,0.2053,0.27325,0.2732,0.3146,0.04775,0.7229696210836757,0.65797096,0.7961747,-0.092816286,0.4920028097530283,2.1240368,Forest
0.1041,0.001,0.1759,0.06535,0.07715,0.07125,0.04165,0.07985,0.2307,0.30535,0.30015,0.35195,0.05185,0.7581421364085286,0.6632798,0.7883638,-0.084102854,0.5208706222799435,2.468772,Forest
0.10455,9.0E-4,0.13895,0.0511,0.07515,0.06355,0.0344,0.06755,0.2296,0.3195,0.2982,0.35555,0.05235,0.8042220366651476,0.6967311,0.8235671,-0.08198566,0.5412944425106264,2.1864674,Forest
0.10515,0.0011,0.14995,0.05265,0.07745,0.07005,0.0371,0.0799,0.253,0.33835,0.3322,0.3795,0.04975,0.8382090263289246,0.688355,0.8218915,-0.086824775,0.5603316656921885,2.1406138,Forest
0.1073,9.0E-4,0.1704,0.0636,0.07975,0.0722,0.04125,0.08355,0.26205,0.35345,0.33225,0.3964,0.0545,0.8490115027588219,0.69184804,0.8114932,-0.078077696,0.5681490971259515,2.3601108,Forest
0.10675,9.0E-4,0.1775,0.06765,0.08195,0.08485,0.0429,0.09585,0.30575,0.3863,0.37435,0.42975,0.05575,0.901727236374528,0.6702293,0.8184703,-0.09761489,0.5965917816223442,2.0919268,Forest
0.10265,0.001,0.1436,0.0517,0.07525,0.06495,0.0371,0.07435,0.227,0.30635,0.28835,0.35375,0.05105,0.7822574603230394,0.689754,0.81015736,-0.078727916,0.5331705606359782,2.2109315,Forest
0.10415,0.001,0.1461,0.0519,0.0786,0.072,0.0397,0.0775,0.24525,0.339,0.3361,0.3819,0.04925,0.8300989620469097,0.6827495,0.8116698,-0.0845771,0.556966155317763,2.0291667,Forest
0.1027,9.0E-4,0.1391,0.0487,0.0746,0.0653,0.0369,0.0702,0.2248,0.299,0.2847,0.3392,0.0481,0.7549196003167825,0.67713225,0.8037756,-0.08372643,0.5175778936908183,2.1301684,Forest
0.1091,8.5E-4,0.1382,0.05195,0.07955,0.06805,0.03925,0.07385,0.22765,0.29935,0.2953,0.3511,0.0517,0.7875198617546765,0.67529523,0.7988984,-0.0820279,0.5253832708034629,2.0308597,Forest
0.1062,9.0E-4,0.13605,0.04965,0.0773,0.0647,0.03665,0.067,0.21455,0.2951,0.27535,0.33565,0.05145,0.7660381133309806,0.6767828,0.8031158,-0.0835692,0.5141579737567283,2.102782,Forest
0.1034,0.001,0.1756,0.0633,0.0784,0.074,0.0425,0.0812,0.2546,0.3665,0.3619,0.4107,0.0564,0.8541337957122541,0.6946565,0.8124448,-0.076698326,0.5794166942601433,2.372973,Forest
0.1028,8.5E-4,0.15155,0.0533,0.0765,0.06905,0.036,0.07395,0.25285,0.34025,0.3222,0.3826,0.05135,0.8454896016838305,0.6942323,0.8279981,-0.08638264,0.5659699673636023,2.1947863,Forest
0.10715,9.0E-4,0.1336,0.0468,0.07815,0.0671,0.0366,0.0761,0.23925,0.3262,0.3094,0.36925,0.0509,0.8293649505284176,0.69244874,0.8196378,-0.08259987,0.5508362280465416,1.991058,Forest
0.1189,0.0011,0.1599,0.0579,0.0866,0.075,0.0431,0.0836,0.252,0.3338,0.3188,0.373,0.0582,0.8397820854261444,0.66517854,0.7928383,-0.0855228,0.540170284114282,2.1319997,Forest
0.1101,0.001,0.13585,0.04865,0.07745,0.0625,0.0347,0.063,0.19005,0.26465,0.23685,0.29535,0.0445,0.7062345685395068,0.6506916,0.7897288,-0.09412562,0.4710258265286327,2.1736,Forest
0.1054,9.0E-4,0.1348,0.0456,0.077,0.0672,0.0355,0.0704,0.2267,0.3116,0.3032,0.3455,0.0594,0.7900101692830008,0.6743397,0.8136483,-0.09175108,0.5278092965106356,2.0059526,Forest
0.1127,0.001,0.17085,0.06735,0.08385,0.0724,0.0448,0.0783,0.2317,0.29655,0.27965,0.34735,0.0576,0.7661239194290597,0.65503275,0.771516,-0.07945877,0.5086868850890895,2.3598065,Forest
0.11605,9.5E-4,0.16525,0.0614,0.0849,0.0727,0.04165,0.07425,0.2312,0.31105,0.296,0.3536,0.05075,0.8066976780881324,0.65892565,0.78924733,-0.08781109,0.5226752231650715,2.2730398,Forest
0.1086,0.001,0.1404,0.0493,0.0797,0.0719,0.0387,0.0765,0.2445,0.337,0.3135,0.3752,0.0442,0.8332095413316967,0.6783717,0.8129983,-0.08848615,0.5523033202033869,1.9527122,Forest
0.1074,0.001,0.1458,0.0515,0.0799,0.0723,0.0411,0.0781,0.2343,0.3196,0.3097,0.3623,0.0453,0.7953251129912449,0.66728026,0.79623204,-0.086116485,0.5333185854339675,2.0165973,Forest
0.10715,9.5E-4,0.13335,0.0458,0.0772,0.06665,0.03645,0.06765,0.2158,0.2811,0.28085,0.3352,0.04295,0.766104264240039,0.6682842,0.80384773,-0.090095475,0.5141111849364264,2.00075,Forest
0.1097,9.0E-4,0.1409,0.0482,0.0776,0.0704,0.0364,0.0739,0.2201,0.2981,0.2877,0.3337,0.0407,0.7661581328563795,0.6515714,0.8032964,-0.10188792,0.5125272936597525,2.0014205,Forest
0.1092,0.001,0.1499,0.0556,0.0816,0.0715,0.0431,0.0801,0.2281,0.3058,0.2953,0.3474,0.0464,0.7653420902092253,0.6586297,0.77925736,-0.081750154,0.5125772157917702,2.0965035,Forest
0.1088,0.001,0.14265,0.05085,0.0786,0.06665,0.03715,0.06845,0.21905,0.29365,0.2855,0.3363,0.0449,0.7712436445374192,0.6691897,0.8010443,-0.087719314,0.513738608131804,2.1402848,Forest
0.10695,9.0E-4,0.1393,0.049,0.0786,0.06695,0.03615,0.0717,0.23645,0.3201,0.30775,0.3565,0.0456,0.8139800519892093,0.68378794,0.81586653,-0.08639551,0.5383128860739748,2.0806572,Forest
0.1097,9.0E-4,0.1329,0.0452,0.0784,0.06465,0.0366,0.0648,0.2117,0.29265,0.27305,0.32555,0.04625,0.7547144957178992,0.6686315,0.7978738,-0.086161874,0.502725729455835,2.0556846,Forest
0.1071,9.0E-4,0.1279,0.0462,0.0781,0.0678,0.0377,0.0683,0.1994,0.2667,0.2485,0.3038,0.0412,0.704527387958404,0.6350915,0.7792094,-0.09907834,0.47433153206211315,1.8864307,Forest
0.109,0.001,0.1365,0.0457,0.0786,0.0683,0.0365,0.0754,0.2314,0.3161,0.3016,0.3438,0.0451,0.789324976384328,0.66852707,0.8080463,-0.09249564,0.5236283189668091,1.9985359,Forest
0.1104,0.001,0.1584,0.05555,0.08145,0.0723,0.0394,0.07615,0.24405,0.33185,0.3127,0.37295,0.0479,0.8351485826260315,0.6752386,0.8089002,-0.08821559,0.5483915032511207,2.1908712,Forest
0.10785,9.5E-4,0.14965,0.05115,0.07825,0.07095,0.03625,0.07705,0.2578,0.35195,0.3375,0.39355,0.04775,0.8721654125841288,0.6945102,0.8313169,-0.08817177,0.5764142934491596,2.1092317,Forest
0.10945,9.0E-4,0.13395,0.04685,0.08055,0.07005,0.03835,0.07705,0.21625,0.29245,0.2787,0.32915,0.0425,0.7611568939425869,0.6490481,0.7912925,-0.09630868,0.5028241952054538,1.9122055,Forest
0.1067,0.001,0.1335,0.0464,0.0772,0.0665,0.0368,0.0651,0.2343,0.319,0.2925,0.3606,0.0459,0.8075618544907299,0.6885975,0.81479615,-0.08236273,0.541230213074194,2.0075188,Forest
0.1086,9.0E-4,0.1329,0.04655,0.07885,0.069,0.0378,0.07115,0.22235,0.30815,0.28885,0.34525,0.0485,0.7837714133679451,0.66686785,0.80263674,-0.09036929,0.5222524342233256,1.926087,Forest
0.1076,9.5E-4,0.13445,0.04525,0.07825,0.0714,0.0371,0.0761,0.2462,0.34125,0.3208,0.3765,0.0451,0.8382523836383154,0.6811788,0.8205996,-0.091102265,0.5572460738729218,1.8830532,Forest
0.10895,0.0011,0.14845,0.0537,0.07875,0.0695,0.03825,0.0718,0.231,0.31195,0.2939,0.34815,0.0447,0.7849345529883827,0.6671855,0.80201864,-0.089760154,0.5244246569967591,2.1359713,Forest
0.1068,0.001,0.1616,0.0626,0.0812,0.0733,0.0439,0.0864,0.2432,0.3314,0.3145,0.3758,0.0501,0.8054261616037011,0.6735694,0.79080296,-0.078233086,0.5413178311626771,2.2046385,Forest
0.1107,0.0011,0.1466,0.0531,0.0808,0.0695,0.0381,0.0708,0.2376,0.3269,0.3048,0.3633,0.0472,0.8246272134690896,0.6788355,0.8101644,-0.086429946,0.5411581926761065,2.1093524,Forest
0.1018,0.001,0.1349,0.0481,0.0756,0.0667,0.0366,0.0698,0.2243,0.3097,0.3122,0.3498,0.0449,0.7811252646539257,0.6797119,0.810559,-0.08604916,0.5300090123951892,2.0224888,Forest
0.1133,9.0E-4,0.1359,0.0534,0.0824,0.0735,0.0443,0.0797,0.1971,0.2467,0.2424,0.2804,0.0459,0.6359082259928048,0.58462846,0.72713274,-0.10413694,0.42942889095985975,1.8489797,Forest
0.1068,0.001,0.1335,0.0486,0.0762,0.0667,0.0381,0.0712,0.2088,0.2739,0.254,0.3118,0.0463,0.706213239023496,0.6475562,0.78222346,-0.091725454,0.4830568327681951,2.0014992,Forest
0.10735,0.001,0.14905,0.05995,0.0796,0.0742,0.04305,0.08925,0.2257,0.29305,0.27555,0.32855,0.05435,0.7210688721659563,0.6315332,0.7682993,-0.09481052,0.49133778549684665,2.0087602,Forest
0.11395,0.001,0.1756,0.0671,0.08515,0.0823,0.0475,0.09775,0.2463,0.3093,0.30655,0.35475,0.0589,0.7672618671964725,0.62338406,0.76382846,-0.09809725,0.5108063269710619,2.1336575,Forest
0.1068,0.001,0.11935,0.04655,0.07585,0.066,0.03915,0.06905,0.17375,0.22015,0.21065,0.2436,0.04385,0.5619073847245053,0.5736434,0.72307694,-0.11022168,0.39179175503850094,1.8083334,Forest
0.1053,0.001,0.1664,0.0668,0.0802,0.0719,0.0438,0.0804,0.1884,0.2295,0.2248,0.2618,0.0453,0.5904018952708401,0.569074,0.7133508,-0.107333854,0.40590862723832505,2.3143253,Forest
0.1102,0.0012,0.1656,0.0639,0.0812,0.0816,0.0463,0.1009,0.2544,0.3186,0.3119,0.3649,0.0614,0.7705330351774807,0.6344905,0.7748054,-0.09673884,0.5244732113645263,2.0294118,Forest
0.10485,0.001,0.13515,0.0481,0.07635,0.06595,0.03815,0.0702,0.1971,0.26205,0.2519,0.30115,0.0469,0.6867378630939779,0.64069736,0.77512527,-0.0923128,0.47003454231395175,2.0492797,Forest
0.107,0.001,0.1529,0.0558,0.078,0.0686,0.0372,0.0751,0.2183,0.2892,0.2762,0.3231,0.0509,0.7435244035252322,0.64973193,0.79350543,-0.09718353,0.49848889962437615,2.228863,Forest
0.1105,0.001,0.1446,0.0602,0.0811,0.0696,0.0439,0.0759,0.194,0.2514,0.2506,0.2854,0.0479,0.6419116515214172,0.6078873,0.7333738,-0.09004905,0.43681418054001886,2.0775862,Forest
0.1063,0.001,0.1566,0.0567,0.0789,0.0728,0.0394,0.0806,0.2369,0.309,0.3061,0.3495,0.0567,0.7798119109652796,0.6552214,0.7973772,-0.0955651,0.523287209148924,2.1510987,Forest
0.1072,9.0E-4,0.1457,0.0542,0.0803,0.0711,0.042,0.0814,0.2242,0.2939,0.2862,0.3375,0.057,0.7482907397963702,0.6519824,0.7786561,-0.08622221,0.5039795418663857,2.0492265,Forest
0.1073,0.001,0.1422,0.0549,0.0809,0.0719,0.0471,0.0764,0.1815,0.2306,0.2286,0.2661,0.0496,0.5812410136937471,0.5745562,0.6992337,-0.09319806,0.40395965105591963,1.9777467,Forest
0.11095,0.001,0.1555,0.06005,0.08165,0.07585,0.04775,0.092,0.2052,0.2526,0.24325,0.2925,0.0495,0.6330013843608229,0.58816344,0.719324,-0.09606839,0.4369235212943781,2.0500987,Forest
0.11175,0.001,0.14155,0.0526,0.0812,0.07295,0.0425,0.0837,0.21625,0.274,0.2636,0.311,0.05155,0.7014106553785514,0.6200026,0.75954735,-0.097909965,0.4718804784219071,1.9403702,Forest
0.1077,0.001,0.1439,0.0531,0.0784,0.0678,0.0411,0.0758,0.2029,0.273,0.2477,0.3074,0.0503,0.6891821836066522,0.6385927,0.76413196,-0.08685752,0.4707719382469704,2.1224189,Forest
0.1078,0.0011,0.1466,0.0573,0.0802,0.0698,0.0424,0.0749,0.1964,0.2584,0.2405,0.2899,0.0509,0.6562898014952876,0.61189884,0.7448089,-0.09451534,0.4460531149229762,2.1002865,Forest
0.10665,0.001,0.1654,0.06195,0.0815,0.07865,0.04515,0.0949,0.25065,0.31315,0.30425,0.3556,0.0523,0.7644668819672263,0.63776624,0.7746725,-0.09420697,0.5169858431565644,2.102988,Forest
0.1054,0.001,0.1458,0.0532,0.0791,0.0697,0.0413,0.0755,0.2145,0.281,0.2788,0.3241,0.0508,0.7224237216498708,0.6460132,0.77394634,-0.08762729,0.49017794094325695,2.091822,Forest
0.1079,0.0011,0.17475,0.0706,0.08215,0.077,0.04875,0.09245,0.22455,0.2781,0.27335,0.3201,0.05025,0.6807747464191324,0.6121884,0.7356649,-0.08825367,0.46846407695114956,2.2694805,Forest
0.1068,0.001,0.1644,0.06705,0.0814,0.07235,0.04685,0.0797,0.2093,0.2662,0.2589,0.3023,0.0463,0.6564138265942357,0.61377287,0.73163396,-0.0843533,0.45124537157964095,2.2722874,Forest
0.1061,0.001,0.1428,0.0567,0.0793,0.0707,0.0442,0.0788,0.1925,0.25,0.2509,0.2856,0.0415,0.6312431587413285,0.60314345,0.73195875,-0.0927871,0.43637021947288596,2.019802,Forest
0.1072,0.001,0.1443,0.05325,0.07715,0.0707,0.03915,0.0749,0.20995,0.2758,0.26915,0.312,0.04645,0.704474478155219,0.63052,0.77701837,-0.10112178,0.4808494475899825,2.0410185,Forest
0.105,0.001,0.1313,0.0483,0.0772,0.0624,0.039,0.0709,0.1848,0.2544,0.2304,0.2833,0.0451,0.6509112567120983,0.6389934,0.75798947,-0.08259794,0.4456402912025357,2.1041667,Forest
0.10605,9.0E-4,0.17165,0.07355,0.08705,0.08195,0.05365,0.09155,0.2042,0.2535,0.25105,0.28795,0.0461,0.6120849703676952,0.5569073,0.68588996,-0.09828096,0.4175974469934265,2.09457,Forest
0.1054,0.0011,0.1776,0.0701,0.0824,0.0811,0.0504,0.0976,0.2233,0.2758,0.2747,0.3193,0.0505,0.6697718442079788,0.5949051,0.7273465,-0.09614783,0.46378060897081347,2.189889,Forest
0.1131,0.0012,0.1687,0.0737,0.08455,0.07605,0.0516,0.08655,0.1793,0.214,0.21805,0.2512,0.0454,0.538484338393887,0.5352177,0.65918094,-0.09733279,0.3729446761624323,2.2182775,Forest
0.1062,0.001,0.1698,0.0677,0.0826,0.0767,0.0504,0.091,0.2094,0.2605,0.2568,0.2987,0.0508,0.6323858973325047,0.5913692,0.7112575,-0.08804821,0.4386409197791271,2.21382,Forest
0.1085,0.001,0.1692,0.0791,0.0829,0.08085,0.05735,0.0971,0.2084,0.25815,0.2475,0.29345,0.0451,0.5810691240948146,0.5679936,0.67303306,-0.08008178,0.4162552898367158,2.0927644,Forest
0.10695,0.001,0.15,0.05465,0.07955,0.0686,0.0401,0.07185,0.221,0.30275,0.29055,0.3459,0.0497,0.7723197186462112,0.6689988,0.792228,-0.08239375,0.5177200875229626,2.186589,Forest
0.10905,0.0011,0.1569,0.063,0.0813,0.07155,0.0488,0.07565,0.18145,0.23345,0.2367,0.27255,0.04255,0.5853651853243631,0.5841325,0.6962813,-0.08347092,0.40862602719206614,2.1928723,Forest
0.1098,0.001,0.1613,0.0624,0.0819,0.0699,0.0436,0.0765,0.2119,0.2756,0.2689,0.3081,0.04625,0.6920822367877759,0.6301587,0.7520614,-0.08536189,0.4658330207200764,2.3075824,Forest
0.1108,0.001,0.1833,0.0685,0.0816,0.07735,0.0438,0.08295,0.23515,0.31495,0.30565,0.3532,0.0479,0.7704183232876709,0.6406921,0.7793451,-0.094988674,0.5173912916358664,2.369748,Forest
0.1092,0.001,0.13465,0.05225,0.08095,0.07305,0.0436,0.07745,0.20165,0.2577,0.2529,0.2874,0.0492,0.647113478607741,0.59467334,0.7365559,-0.10247042,0.4400722103809396,1.8432581,Forest
0.10745,9.0E-4,0.14775,0.0596,0.0805,0.07355,0.04515,0.079,0.20315,0.2537,0.24695,0.28485,0.0511,0.6294642805259079,0.58956474,0.72636366,-0.0997016,0.4331927713982481,2.0088375,Forest
0.11095,0.001,0.15985,0.06345,0.08295,0.0774,0.04615,0.08935,0.22985,0.3001,0.2931,0.34085,0.0504,0.739987464166167,0.62988645,0.7614987,-0.09168256,0.498365273728957,2.0652456,Forest
0.1123,0.001,0.1701,0.0677,0.0844,0.0789,0.0498,0.0922,0.2434,0.3168,0.3026,0.3612,0.0521,0.7580330968275835,0.6414451,0.7576642,-0.08056478,0.5127332629761899,2.1558936,Forest
0.1107,0.001,0.184,0.0845,0.0867,0.0828,0.0624,0.1043,0.2033,0.2524,0.2365,0.2937,0.0473,0.5681092773585003,0.5601594,0.64953667,-0.06945864,0.4052680921826448,2.222222,Forest
0.1112,0.001,0.1478,0.0604,0.0823,0.0772,0.0462,0.0896,0.2179,0.2751,0.2644,0.3088,0.0484,0.6776774428235626,0.6,0.7397183,-0.10038861,0.46070176939261276,1.9145076,Forest
0.11135,0.0011,0.1805,0.08365,0.0869,0.0828,0.06305,0.1017,0.2151,0.2621,0.2471,0.29575,0.04405,0.5690599507959216,0.56254125,0.6485507,-0.066779375,0.40643920336601064,2.1799517,Forest
0.11175,0.001,0.1753,0.0735,0.08425,0.07775,0.05065,0.0868,0.2022,0.256,0.24125,0.2879,0.04815,0.6178868269261741,0.5747299,0.7007828,-0.0941299,0.4243932976814323,2.2546625,Forest
0.10915,9.5E-4,0.1576,0.06495,0.08135,0.07285,0.0446,0.08325,0.1855,0.23135,0.2276,0.2714,0.0481,0.6104158370029306,0.5767611,0.7177215,-0.10408989,0.4169117737995705,2.1633494,Forest
0.1112,9.0E-4,0.1541,0.0609,0.0827,0.0775,0.0485,0.0914,0.2202,0.2747,0.2661,0.3154,0.0462,0.6766211982178898,0.6054976,0.73344326,-0.09194673,0.46342169433808317,1.9883871,Forest
0.1105,0.001,0.1503,0.0584,0.0824,0.0751,0.0465,0.0875,0.2202,0.2788,0.2671,0.3185,0.0461,0.6942317742341285,0.6183943,0.74520546,-0.0897959,0.471676312519775,2.0013316,Forest
0.1124,0.0011,0.1652,0.0675,0.0852,0.0786,0.0539,0.0883,0.1797,0.2271,0.2224,0.2611,0.0446,0.5478582520407105,0.5372387,0.6577778,-0.09459976,0.3813496859408846,2.1017811,Forest
0.10985,0.001,0.14235,0.05795,0.08205,0.07225,0.0448,0.07515,0.1884,0.2379,0.23895,0.2736,0.04665,0.6170276389762771,0.58218884,0.718593,-0.10032895,0.419354858385713,1.9702423,Forest
0.1099,0.001,0.1474,0.0584,0.083,0.0748,0.0478,0.0809,0.1895,0.2437,0.2343,0.2833,0.0487,0.6213064623967479,0.5822396,0.7112655,-0.09530532,0.4250391190213468,1.9705883,Forest
0.11235,0.001,0.17585,0.0711,0.08495,0.07665,0.05035,0.0863,0.19945,0.2513,0.2456,0.29045,0.04425,0.6282544602711462,0.58240265,0.7045188,-0.09054915,0.4283420655457646,2.2941945,Forest
0.1123,9.5E-4,0.164,0.0716,0.08475,0.07615,0.05285,0.0822,0.19435,0.2462,0.23515,0.289,0.04825,0.6083361136498501,0.58291113,0.6908001,-0.08062284,0.4207697378543523,2.153644,Forest
0.11055,9.0E-4,0.1613,0.06625,0.0844,0.074,0.0489,0.08195,0.19725,0.25465,0.24655,0.2932,0.0451,0.6404676603472211,0.5969499,0.71411866,-0.0856071,0.4351620756116357,2.1797297,Forest
0.1111,0.001,0.1668,0.0682,0.0835,0.0737,0.0449,0.0783,0.1972,0.2455,0.2363,0.2859,0.0466,0.6485119024276373,0.5901001,0.7285369,-0.10073453,0.4351227688524262,2.2632294,Forest
0.10795,9.5E-4,0.1849,0.0823,0.08305,0.07435,0.0535,0.08465,0.1905,0.2392,0.22885,0.27785,0.0489,0.5746817199983358,0.5777967,0.6770786,-0.07504048,0.4047934101252624,2.4868863,Forest
0.1112,0.001,0.1464,0.0603,0.0829,0.07265,0.0473,0.0758,0.1861,0.2422,0.23645,0.2811,0.0476,0.619731774275124,0.58925796,0.71193665,-0.09018143,0.42334621653893706,2.0151412,Forest
0.1088,0.001,0.16745,0.0688,0.0812,0.07385,0.04375,0.0835,0.22345,0.2877,0.2793,0.32885,0.0501,0.7255560917927637,0.63322574,0.7651637,-0.09153109,0.49008709900335506,2.267434,Forest
0.1105,0.001,0.1673,0.0686,0.0808,0.0729,0.0433,0.0825,0.2162,0.2763,0.2792,0.3232,0.0536,0.7162230980946105,0.63191116,0.7637108,-0.09158415,0.48453547492974386,2.2949247,Forest
0.1128,0.0011,0.1901,0.0802,0.0902,0.0894,0.0604,0.1069,0.2474,0.3155,0.3054,0.3517,0.0466,0.7018600618927386,0.59464973,0.7068673,-0.08245663,0.47905931883298375,2.126398,Forest
0.1144,0.001,0.1847,0.0817,0.0873,0.0798,0.0532,0.0929,0.1907,0.2404,0.2337,0.276,0.0449,0.5922696624944311,0.5514334,0.6767922,-0.09637683,0.40303906687533203,2.3145363,Forest
0.1098,9.0E-4,0.16825,0.0703,0.08335,0.0796,0.05065,0.0907,0.21105,0.26735,0.25515,0.30505,0.04965,0.6464564156791982,0.58611727,0.7152094,-0.09490247,0.4459506646698147,2.1136935,Forest
0.1057,0.001,0.1477,0.0556,0.0774,0.0684,0.0414,0.0777,0.2243,0.3015,0.2848,0.3422,0.0547,0.7444807544374694,0.66682905,0.7841502,-0.07890123,0.5106383091749076,2.1593566,Forest
0.1115,0.0011,0.149,0.0608,0.0826,0.0734,0.046,0.0798,0.207,0.2647,0.2398,0.2974,0.0509,0.6588740779496615,0.6040993,0.73209083,-0.0921318,0.4471188017738442,2.0299728,Forest
0.1117,0.00105,0.15115,0.06195,0.08405,0.07705,0.04895,0.08555,0.20535,0.26895,0.25915,0.3031,0.04655,0.6574488135843267,0.5946337,0.72191447,-0.09270868,0.44742090986293537,1.9617132,Forest
0.1115,0.001,0.1578,0.06715,0.08405,0.07305,0.04955,0.0772,0.19305,0.25125,0.2327,0.29145,0.04165,0.6310160255798538,0.59917694,0.70938414,-0.08063132,0.4314506448400031,2.1601644,Forest
0.11045,0.001,0.1625,0.06855,0.08225,0.075,0.04675,0.08735,0.19105,0.241,0.23615,0.2789,0.046,0.615766139746606,0.57615143,0.7128819,-0.10129079,0.4217586073787847,2.1666665,Forest
0.11155,0.001,0.1782,0.0809,0.086,0.0757,0.05505,0.0848,0.19655,0.25955,0.2463,0.2927,0.04475,0.6074897710020188,0.58903366,0.68339324,-0.070550054,0.42049541848393307,2.3540292,Forest
0.10965,0.0011,0.15035,0.059,0.08055,0.07035,0.0429,0.07845,0.2022,0.26375,0.26105,0.30475,0.04645,0.683306796452291,0.62490004,0.75320005,-0.09007383,0.4633693101639979,2.1371713,Forest
0.1105,0.00105,0.1578,0.06595,0.08225,0.0745,0.04765,0.0866,0.20165,0.2532,0.24255,0.2961,0.04825,0.6435694747263604,0.59794927,0.72276366,-0.09067884,0.44168888120768973,2.118121,Forest
0.1092,0.0011,0.1629,0.0676,0.0866,0.0815,0.056,0.0927,0.2266,0.28635,0.285,0.3279,0.04735,0.6701005183122198,0.60185635,0.7082573,-0.07776761,0.4614209625352791,1.998773,Forest
0.11145,0.0011,0.17105,0.0736,0.0861,0.07875,0.0531,0.08745,0.19705,0.24995,0.2408,0.28945,0.0443,0.6140236528018046,0.57224333,0.6899723,-0.08861634,0.4207761995584115,2.1720636,Forest
