B1_May,B1_Jun,B1_Jul,B1_Aug,B1_Sep,B10_May,B10_Jun,B10_Jul,B10_Aug,B10_Sep,B11_May,B11_Jun,B11_Jul,B11_Aug,B11_Sep,B12_May,B12_Jun,B12_Jul,B12_Aug,B12_Sep,B2_May,B2_Jun,B2_Jul,B2_Aug,B2_Sep,B3_May,B3_Jun,B3_Jul,B3_Aug,B3_Sep,B4_May,B4_Jun,B4_Jul,B4_Aug,B4_Sep,B5_May,B5_Jun,B5_Jul,B5_Aug,B5_Sep,B6_May,B6_Jun,B6_Jul,B6_Aug,B6_Sep,B7_May,B7_Jun,B7_Jul,B7_Aug,B7_Sep,B8_May,B8_Jun,B8_Jul,B8_Aug,B8_Sep,B8A_May,B8A_Jun,B8A_Jul,B8A_Aug,B8A_Sep,B9_May,B9_Jun,B9_Jul,B9_Aug,B9_Sep,EVI_May,EVI_Jun,EVI_Jul,EVI_Aug,EVI_Sep,GNDVI_May,GNDVI_Jun,GNDVI_Jul,GNDVI_Aug,GNDVI_Sep,NDVI_May,NDVI_Jun,NDVI_Jul,NDVI_Aug,NDVI_Sep,PSRI_May,PSRI_Jun,PSRI_Jul,PSRI_Aug,PSRI_Sep,SAVI_May,SAVI_Jun,SAVI_Jul,SAVI_Aug,SAVI_Sep,Top_May,Top_Jun,Top_Jul,Top_Aug,Top_Sep,Landcover
0.1135,0.1006,0.1041,0.1103,0.11725,0.00225,8.0E-4,0.0011,9.0E-4,0.00115,0.16675,0.1413,0.1469,0.1448,0.16695,0.0568,0.0498,0.0524,0.0555,0.0618,0.08255,0.0715,0.0743,0.0811,0.08775,0.0726,0.0607,0.0621,0.0693,0.08,0.03905,0.0321,0.0342,0.0402,0.0468,0.0712,0.0612,0.0651,0.0726,0.08595,0.24375,0.2137,0.2121,0.2196,0.2546,0.3333,0.2935,0.2789,0.2965,0.33245,0.31215,0.2688,0.2684,0.2749,0.3149,0.3852,0.336,0.328,0.3285,0.37635,0.0401,0.0516,0.0463,0.0626,0.05185,0.8650505617071031,0.765606907790242,0.7526000279159151,0.7496489927530868,0.8246790643766287,0.6828309,0.69397527,0.6816201,0.6515837,0.6493919,0.8159104,0.82559085,0.81115407,0.7819365,0.77880186,-0.08709761,-0.085119046,-0.08506097,-0.08858449,-0.08821576,0.5617798115496043,0.525112310358112,0.5111343144586461,0.4978128296227399,0.5354763458750931,2.2968318,2.3278418,2.3655393,2.089466,2.086875,Forest
0.22345,0.1031,0.1036,0.1074,0.11825,0.00185,9.0E-4,8.0E-4,0.0011,0.00125,0.11045,0.1382,0.1451,0.1479,0.15715,0.04325,0.0496,0.0524,0.0582,0.05915,0.1737,0.0731,0.0742,0.0792,0.08945,0.14455,0.0615,0.0632,0.0677,0.07995,0.1168,0.0339,0.035,0.0415,0.0487,0.12105,0.0617,0.0655,0.0727,0.0856,0.20105,0.2076,0.2169,0.2084,0.2356,0.25075,0.2848,0.2674,0.2763,0.3085,0.24205,0.2804,0.2823,0.264,0.29035,0.2869,0.3232,0.3267,0.3083,0.35195,0.04325,0.0489,0.0428,0.0589,0.04835,0.6208482823558937,0.7392548476485515,0.7439808049728831,0.6924114891621044,0.7789422153467273,0.32993397,0.6802703,0.67581433,0.6398936,0.6297754,0.4213525,0.8101372,0.80646944,0.76272154,0.756895,-0.09672357,-0.08539605,-0.08631771,-0.084982164,-0.08879101,0.2823392848908634,0.5063003000582077,0.507775329744284,0.47093432723857914,0.5050518932550886,0.7640955,2.2471545,2.295886,2.1846383,1.9656036,Forest
0.11275,0.1039,0.1063,0.108,0.12265,0.00185,9.0E-4,0.001,0.001,0.00115,0.14645,0.1344,0.1483,0.1482,0.1663,0.05105,0.0501,0.0586,0.0614,0.07165,0.0811,0.0741,0.079,0.08,0.09355,0.07085,0.0639,0.0687,0.0704,0.0837,0.03815,0.0351,0.0434,0.0467,0.0588,0.0702,0.069,0.0769,0.0777,0.0908,0.2192,0.2009,0.2046,0.191,0.19575,0.2844,0.2654,0.2678,0.2468,0.25315,0.26675,0.2418,0.25,0.2334,0.24075,0.3358,0.3033,0.3074,0.277,0.2864,0.03445,0.0453,0.0489,0.0466,0.0436,0.7780072018359315,0.6997860350137713,0.6767148485282893,0.6014939472246249,0.606884742001953,0.6515431,0.6519608,0.6346716,0.5947035,0.5476898,0.79596204,0.7925532,0.75256556,0.71146125,0.6593279,-0.097379394,-0.09495549,-0.08230319,-0.08555956,-0.08694135,0.5108701750920555,0.47984254472164595,0.465444271545766,0.41938813810418446,0.4039280502395864,2.067043,2.1032863,2.158661,2.1051137,1.9868578,Forest
0.1168,0.0999,0.1148,0.1042,0.12645,0.001,0.001,0.0012,9.0E-4,0.00125,0.17465,0.1537,0.1839,0.1538,0.1796,0.0729,0.0552,0.0791,0.0573,0.07165,0.0866,0.0721,0.0877,0.0761,0.09945,0.0794,0.0623,0.0772,0.0668,0.08955,0.04905,0.0331,0.047,0.0384,0.0596,0.0837,0.0662,0.0823,0.0702,0.09415,0.2491,0.2374,0.2591,0.2128,0.24255,0.3357,0.3075,0.3352,0.2779,0.3065,0.3181,0.2967,0.3245,0.2757,0.302,0.37675,0.3507,0.3854,0.3181,0.3531,0.0376,0.0668,0.0549,0.0534,0.04815,0.80196757795133,0.7872688169377186,0.837914147901707,0.7151623556152856,0.7605006148442354,0.6518689,0.6983051,0.6662343,0.6528969,0.5953914,0.76961017,0.8275143,0.7826087,0.78457224,0.7111704,-0.080557406,-0.08326205,-0.078360155,-0.08928009,-0.08482017,0.530946201653056,0.5390359676992122,0.544401545095722,0.4898423839039276,0.4823600341355284,2.1996222,2.4670947,2.3821242,2.302395,2.0055833,Forest
0.10945,0.1009,0.1471,0.1036,0.1265,0.0011,8.0E-4,0.001,9.0E-4,0.0011,0.1584,0.1408,0.151,0.1451,0.1648,0.05435,0.0522,0.1055,0.054,0.06265,0.0819,0.0738,0.1146,0.078,0.09715,0.07145,0.0636,0.1021,0.0682,0.08585,0.0406,0.0365,0.089,0.0405,0.0553,0.07395,0.0663,0.106,0.0697,0.08595,0.23565,0.2169,0.2217,0.2193,0.2429,0.33325,0.2987,0.309,0.2968,0.3267,0.31535,0.2916,0.3105,0.2913,0.31925,0.3782,0.3419,0.3568,0.3377,0.37715,0.0333,0.0521,0.0561,0.0551,0.0526,0.8376755306650235,0.757891576672716,0.6491806311775414,0.7462087220707939,0.8207737006644102,0.6821973,0.68631315,0.5550229,0.66395664,0.62915766,0.8061127,0.8070825,0.6007178,0.78582764,0.7442479,-0.0815706,-0.07926296,-0.036715243,-0.08202546,-0.08100225,0.5511536690525392,0.5215163846912247,0.42471979932178444,0.5076292519191269,0.5177489377748915,2.216935,2.2138364,1.4789422,2.1275659,1.9196273,Forest
0.24285,0.0995,0.1572,0.1041,0.13215,0.00175,9.0E-4,0.0013,9.0E-4,0.00115,0.0961,0.1061,0.2407,0.1184,0.11355,0.0356,0.0377,0.1706,0.0429,0.0443,0.21225,0.0681,0.1787,0.074,0.09905,0.18805,0.0517,0.1765,0.0579,0.0803,0.16825,0.0266,0.1647,0.0319,0.0506,0.16955,0.047,0.1933,0.0542,0.07035,0.2422,0.1606,0.3,0.1702,0.17105,0.2935,0.2068,0.3585,0.2295,0.22025,0.26445,0.1856,0.336,0.2015,0.21505,0.3218,0.253,0.3783,0.2562,0.26415,0.0401,0.0476,0.0861,0.056,0.03675,0.5191533903569975,0.6275987989137047,0.5203410611104704,0.6282209039774808,0.6472192653486727,0.26233205,0.66064984,0.36373472,0.63132757,0.53374946,0.3133354,0.8097282,0.39337018,0.77854913,0.67847496,-0.061528925,-0.09920949,-0.031192152,-0.101483226,-0.11243613,0.2326397669636263,0.4356079932593461,0.3071908059807974,0.4269128093308044,0.3931574022700774,0.5110343,2.0522244,1.3637395,2.044905,1.4140722,Forest
0.1705,0.1011,0.1196,0.1062,0.1324,0.00145,0.001,0.0014,0.001,0.0012,0.1419,0.1408,0.1445,0.1396,0.16755,0.0707,0.0495,0.0596,0.0562,0.0689,0.16795,0.0726,0.0877,0.0777,0.10065,0.1294,0.0616,0.0732,0.0653,0.08575,0.0975,0.033,0.0521,0.0391,0.05845,0.11205,0.0612,0.078,0.0688,0.08735,0.2106,0.1986,0.1909,0.1875,0.2046,0.27175,0.2719,0.2514,0.2506,0.26605,0.26895,0.2624,0.2516,0.2414,0.2476,0.3008,0.305,0.2977,0.2826,0.30425,0.03475,0.0435,0.0502,0.0481,0.0434,0.81167412535881,0.7094418486406832,0.6445855785014665,0.6514526879981624,0.6827208855306826,0.39841932,0.6639389,0.6052844,0.62460476,0.5602564,0.5104193,0.80473375,0.7021155,0.7569164,0.6776951,-0.10605054,-0.09377049,-0.07087673,-0.09271056,-0.08972884,0.33947456478092025,0.486873517424494,0.43351375492885874,0.4445052783107447,0.42737916418321176,1.0965997,2.2857144,1.9740437,2.1378253,1.9539359,Forest
0.1114,0.1032,0.1634,0.107,0.17095,0.00145,7.0E-4,0.00105,9.0E-4,0.0014,0.1161,0.1487,0.2098,0.1533,0.22015,0.0423,0.0551,0.11145,0.0579,0.1007,0.08125,0.0755,0.15445,0.0788,0.13725,0.06775,0.0639,0.14245,0.0685,0.1267,0.03855,0.0354,0.11735,0.0409,0.1064,0.06205,0.067,0.13995,0.0725,0.13335,0.19405,0.2283,0.2846,0.2309,0.27155,0.27955,0.3256,0.3526,0.3131,0.3447,0.25075,0.315,0.34765,0.3063,0.33565,0.3082,0.3755,0.3972,0.3494,0.39085,0.02835,0.0496,0.05445,0.0556,0.0622,0.7247681574839097,0.8322321457065025,0.7419731108565193,0.7683303737043969,0.7112139613563374,0.6395797,0.7091488,0.4720652,0.6721704,0.51038545,0.7776496,0.8276953,0.5438733,0.7904176,0.5720463,-0.09474367,-0.07589881,-0.06319237,-0.07899255,-0.051938087,0.4776793628504585,0.5600504940631023,0.4137548595844416,0.5197686336586899,0.42785160371084857,1.7136531,2.3270736,1.4727975,2.2379563,1.737569,Forest
0.1124,0.10745,0.1251,0.11775,0.1245,0.0026,8.5E-4,0.0013,9.5E-4,0.0012,0.16215,0.15705,0.19505,0.1677,0.183,0.056,0.05605,0.0787,0.0614,0.0694,0.0817,0.0764,0.10995,0.0863,0.0935,0.0707,0.06565,0.101,0.07355,0.08235,0.03855,0.0346,0.0693,0.04455,0.05255,0.0687,0.06835,0.1015,0.0788,0.091,0.23615,0.23595,0.27475,0.2218,0.23855,0.3326,0.3198,0.33995,0.29835,0.31405,0.312,0.309,0.3463,0.28755,0.29325,0.3737,0.3633,0.3693,0.33955,0.36045,0.0357,0.0499,0.0686,0.05925,0.051,0.844419214506758,0.8234792737455836,0.7808636153231591,0.7685493661257021,0.7898922771400155,0.6818182,0.6939037,0.5704869,0.6439119,0.6280488,0.81297755,0.82608694,0.68399453,0.76802915,0.7455206,-0.08603157,-0.085466556,-0.08583807,-0.08540716,-0.082674436,0.5510824795285751,0.5491145942490255,0.479437461485456,0.5005089755352965,0.5058598041221141,2.2934937,2.3922315,1.9311881,2.2800815,2.222222,Forest
0.11535,0.108,0.11,0.1195,0.1224,0.0025,8.5E-4,0.0012,0.0012,0.0014,0.13275,0.18435,0.193,0.2088,0.2044,0.0472,0.0661,0.0781,0.08915,0.0823,0.0836,0.07775,0.0798,0.0897,0.0914,0.07205,0.0719,0.0701,0.078,0.0842,0.0389,0.0369,0.0438,0.05315,0.0566,0.06705,0.0789,0.0786,0.0856,0.0972,0.2207,0.2756,0.2311,0.2146,0.2563,0.30275,0.36705,0.308,0.28545,0.3302,0.27845,0.34945,0.2938,0.2704,0.3066,0.3351,0.4065,0.3415,0.32695,0.3731,0.0351,0.05625,0.0675,0.06295,0.0514,0.7865108820023489,0.8844009580728664,0.7399582786745379,0.703422082780949,0.7702978991822313,0.6460764,0.69941473,0.65937805,0.61476725,0.6317516,0.7919786,0.83355886,0.7726447,0.7203368,0.7365604,-0.098925695,-0.08610087,-0.07701318,-0.07600551,-0.07397481,0.5083523992683309,0.5876616633420209,0.5044053019333853,0.4666515369342909,0.5106486081328724,1.8424706,2.5639777,2.7532096,2.676923,2.4275534,Forest
0.1094,0.10495,0.10965,0.1181,0.121,0.0029,8.5E-4,0.001,0.0011,0.0013,0.152,0.1524,0.1646,0.16695,0.1852,0.05275,0.05455,0.0627,0.0684,0.0826,0.07955,0.07535,0.0803,0.08795,0.0923,0.06985,0.0649,0.0687,0.0758,0.0816,0.03705,0.0341,0.03965,0.05095,0.0573,0.06815,0.06635,0.0718,0.07945,0.0935,0.23275,0.2174,0.2097,0.18455,0.1931,0.3104,0.29225,0.27,0.2387,0.2426,0.2923,0.28685,0.2619,0.23295,0.2365,0.3499,0.33095,0.30605,0.2725,0.2822,0.03685,0.0483,0.0586,0.051,0.0422,0.8017066764531738,0.7647422476416494,0.7072316213311843,0.6029720173731081,0.6021418988178396,0.66718286,0.672098,0.63335556,0.56474304,0.55140185,0.8085024,0.8131763,0.77061033,0.68495905,0.6624448,-0.09374106,-0.09306543,-0.09491913,-0.09119267,-0.08610915,0.5290884540866533,0.5147390236778213,0.47250798320853926,0.4035764315694013,0.4018463452626165,2.1760917,2.348228,2.3959243,2.2025065,2.2696078,Forest
0.13005,0.108,0.1207,0.1155,0.1228,0.00285,8.5E-4,9.5E-4,0.0011,0.0011,0.12815,0.1436,0.1643,0.153,0.1694,0.0595,0.0506,0.06365,0.0605,0.0677,0.0891,0.07695,0.09065,0.0857,0.0924,0.0754,0.0678,0.081,0.0758,0.0844,0.0492,0.0364,0.04965,0.0462,0.0525,0.07185,0.0682,0.08345,0.078,0.0889,0.1856,0.211,0.235,0.2139,0.2306,0.2538,0.2958,0.2944,0.2745,0.2881,0.2145,0.2829,0.2916,0.2704,0.279,0.2771,0.3269,0.32675,0.3105,0.3332,0.02865,0.0441,0.06065,0.0557,0.0473,0.6302195891113211,0.7501226449378471,0.7332433927411279,0.6992433282838721,0.734662920976718,0.57219857,0.65644795,0.60269773,0.6075589,0.59578544,0.69843704,0.79961467,0.7361849,0.7409588,0.7277677,-0.09455072,-0.09605383,-0.09594491,-0.09533012,-0.09573829,0.41371172653045457,0.5047492207992056,0.4742697551198895,0.4627640904486052,0.47538671232239754,1.6996021,2.117994,2.028395,2.0184696,2.0071092,Forest
0.10905,0.10735,0.1094,0.116,0.1278,0.0025,9.5E-4,0.0012,0.00105,0.0015,0.10825,0.1816,0.1885,0.19085,0.2086,0.0375,0.06245,0.0689,0.0707,0.0769,0.07715,0.07815,0.0797,0.08555,0.0986,0.06305,0.07255,0.0757,0.08085,0.0921,0.03405,0.0382,0.0415,0.0465,0.0604,0.0592,0.08255,0.09225,0.09795,0.1051,0.18625,0.2926,0.31,0.3069,0.3142,0.2613,0.41075,0.4185,0.4209,0.4347,0.2457,0.39195,0.397,0.41145,0.4102,0.2918,0.4635,0.47125,0.4773,0.4895,0.0297,0.0577,0.0727,0.07175,0.0584,0.7023352181799841,0.9608476411170471,0.9571269608322972,0.96620090413258,0.9643563157803083,0.64463854,0.7293163,0.7231923,0.71029294,0.68328744,0.7910081,0.84771776,0.83812773,0.8224513,0.7803237,-0.09938315,-0.07411003,-0.07257295,-0.07196731,-0.06475996,0.4681540159931223,0.6368673229202376,0.636509505125593,0.6311779521962578,0.6130583714001424,1.7168913,2.5031013,2.4900925,2.3605444,2.2649293,Forest
0.15635,0.107,0.1096,0.1173,0.1348,0.0027,9.0E-4,0.0011,0.0012,0.0014,0.13245,0.1685,0.176,0.1857,0.2125,0.05285,0.0624,0.0694,0.0768,0.0853,0.1038,0.0779,0.0793,0.0875,0.1058,0.0944,0.0695,0.0715,0.0788,0.1013,0.07515,0.0395,0.0419,0.0514,0.0656,0.09925,0.0757,0.0812,0.0884,0.1143,0.2042,0.2252,0.2197,0.2147,0.274,0.26655,0.2893,0.2799,0.2733,0.3489,0.21955,0.2816,0.2697,0.2621,0.3302,0.29465,0.3299,0.323,0.3126,0.3925,0.036,0.0493,0.0589,0.0548,0.0522,0.5674473747313962,0.7388184814567417,0.7173480543793734,0.676859268276984,0.8233427734877266,0.5147153,0.65197796,0.63751584,0.59734285,0.58971244,0.5935641,0.78613967,0.770348,0.7175824,0.7135997,-0.06533177,-0.09093664,-0.09164087,-0.08765196,-0.090955414,0.3785352847013538,0.5010351885034816,0.48751302010256886,0.4534722099159727,0.5117941888225008,1.403072,2.4244606,2.4615383,2.3565989,2.0977294,Forest
0.1232,0.1032,0.107,0.1154,0.1244,0.0029,9.0E-4,9.5E-4,0.00115,0.0013,0.15715,0.12865,0.138,0.14205,0.1626,0.05805,0.0466,0.05115,0.05245,0.0598,0.08565,0.07475,0.0775,0.0856,0.0961,0.0751,0.06185,0.06435,0.0727,0.0877,0.04375,0.0345,0.03725,0.04405,0.0534,0.0718,0.05875,0.06375,0.07215,0.0884,0.2225,0.1926,0.20495,0.21065,0.2465,0.30625,0.2612,0.2698,0.2767,0.3303,0.29025,0.25245,0.26205,0.27235,0.3138,0.348,0.2974,0.31055,0.3203,0.3628,0.03305,0.0435,0.048,0.05295,0.0495,0.7856681425505134,0.696405388049253,0.7170969816140503,0.7326809232545215,0.8036781426047743,0.6450012,0.65567154,0.6567085,0.63002545,0.61065483,0.7766433,0.79210603,0.7857964,0.7581995,0.7433926,-0.09008621,-0.091963686,-0.08726453,-0.089447394,-0.09454246,0.5117745910885498,0.4740353400142415,0.48354565034549385,0.4794065041796218,0.506548793607919,2.0925434,2.0800323,2.144522,1.9539201,1.8540478,Forest
0.1197,0.1196,0.1277,0.1372,0.14365,0.00135,0.001,0.0012,0.0015,0.0022,0.23965,0.2297,0.29595,0.3424,0.36595,0.1187,0.1112,0.1648,0.1947,0.2246,0.09455,0.095,0.10315,0.1132,0.1207,0.09235,0.0915,0.09895,0.1129,0.1173,0.07395,0.0646,0.09865,0.1253,0.1261,0.1088,0.1098,0.12425,0.1529,0.15105,0.2209,0.2559,0.1951,0.2103,0.20455,0.27655,0.3182,0.2348,0.2472,0.2382,0.2657,0.2969,0.23615,0.2443,0.2351,0.3124,0.3375,0.2808,0.2932,0.2773,0.04205,0.0365,0.04635,0.058,0.0456,0.569378465638935,0.6737606320505699,0.41432571394883894,0.3509614972654298,0.3349133814314357,0.5436689,0.5734266,0.4788677,0.44397932,0.40547392,0.6171865,0.6786869,0.4800369,0.4011947,0.37481406,-0.05889884,-0.0797037,-0.0010683675,0.042291984,0.03173461,0.40353699360104117,0.45377453671053675,0.3106771456390366,0.27419703222403313,0.2510515759635595,2.5950189,2.5103824,2.9909046,3.0327725,3.1197784,Pasture
0.12125,0.1183,0.1247,0.1337,0.14235,0.0014,8.5E-4,0.00115,0.0016,0.0022,0.2528,0.2096,0.2801,0.3353,0.3607,0.1247,0.0931,0.14865,0.1901,0.21545,0.09615,0.08945,0.0999,0.1108,0.1194,0.0929,0.0865,0.09385,0.108,0.1115,0.07485,0.0585,0.092,0.1202,0.1227,0.1104,0.09985,0.122,0.1501,0.14685,0.21105,0.2274,0.1977,0.2022,0.1903,0.2605,0.2797,0.23125,0.2354,0.22065,0.24855,0.26235,0.22135,0.2368,0.2196,0.29875,0.31335,0.27025,0.2801,0.26225,0.0396,0.04035,0.04615,0.0583,0.0468,0.5451800987434423,0.6413095423815374,0.4153075331484092,0.34157905311072784,0.3163108262578514,0.52559686,0.56733775,0.48448226,0.44344237,0.40334448,0.5993041,0.685357,0.4920635,0.3994504,0.36251462,-0.06041841,-0.089356944,-0.0068455194,0.043555867,0.042707324,0.38444369711210435,0.43846417711504815,0.31008987054999543,0.26641117842325074,0.23653879965072735,2.7212055,2.4231215,2.9845495,3.1046295,3.2349777,Pasture
0.1182,0.1198,0.1223,0.133,0.1387,0.0018,0.0012,0.0014,0.00135,0.0022,0.2286,0.2333,0.2659,0.312,0.32465,0.1158,0.1183,0.1476,0.18555,0.19615,0.0919,0.0951,0.098,0.1102,0.114,0.0834,0.0862,0.0888,0.0998,0.103,0.0755,0.0793,0.0847,0.10825,0.10765,0.0969,0.1013,0.1053,0.1237,0.1215,0.1571,0.1568,0.1573,0.15975,0.15305,0.1926,0.194,0.1893,0.18715,0.17845,0.1863,0.1879,0.1851,0.1854,0.17455,0.227,0.2275,0.2214,0.22325,0.2112,0.0376,0.0313,0.0397,0.04755,0.03575,0.3822861551271811,0.37422353350499454,0.34360543209633687,0.2747909306510625,0.25833251192434,0.46262884,0.45043036,0.42746615,0.382139,0.34436664,0.5008265,0.48305085,0.44658604,0.346908,0.32476088,-0.034801792,-0.03032966,-0.018518496,0.03784995,0.02201703,0.28317757488307044,0.27553297692691514,0.2543728882049665,0.20745640754007358,0.18968676042967098,2.741007,2.7064965,2.9943693,3.1262527,3.1519415,Pasture
0.11355,0.124,0.13065,0.1428,0.1454,0.00175,0.0012,0.0013,0.0015,0.00195,0.1593,0.3363,0.35375,0.3604,0.3968,0.07555,0.1934,0.217,0.2167,0.25175,0.0867,0.1068,0.11335,0.1238,0.12645,0.07455,0.0999,0.10485,0.1144,0.12035,0.0582,0.1089,0.1155,0.1262,0.13635,0.07625,0.127,0.13265,0.1477,0.15455,0.1414,0.1844,0.1694,0.1885,0.1914,0.16945,0.2227,0.20105,0.2182,0.22265,0.1661,0.2149,0.19895,0.2179,0.22485,0.1985,0.2573,0.23655,0.2568,0.2669,0.0293,0.0334,0.04185,0.0548,0.0441,0.390829580352667,0.3343245530365961,0.280357585748324,0.30078302375176086,0.28714394501117985,0.45394617,0.44064948,0.3857645,0.38362068,0.3784377,0.5465524,0.405243,0.3438432,0.34099215,0.32374457,-0.08236776,0.03497864,0.0450222,0.04595018,0.059947554,0.2781155094206176,0.2569845086498171,0.21310368983563305,0.2218572881537102,0.21680043589752304,2.1368208,3.3663661,3.3738673,3.1503496,3.2970502,Pasture
0.1247,0.1285,0.13185,0.1449,0.14765,0.0017,0.0011,0.00115,0.0016,0.002,0.2496,0.2396,0.2455,0.2925,0.3294,0.1316,0.1273,0.13035,0.1729,0.192,0.0954,0.0927,0.09595,0.1188,0.1338,0.0891,0.085,0.0891,0.1129,0.133,0.077,0.0704,0.07645,0.1087,0.13825,0.1079,0.1009,0.1069,0.1411,0.1551,0.172,0.1733,0.1663,0.1848,0.2213,0.2082,0.206,0.19855,0.2246,0.24805,0.2028,0.1947,0.19475,0.2143,0.2455,0.2409,0.2389,0.22575,0.2534,0.2878,0.033,0.0332,0.03805,0.0484,0.04025,0.41497871760983385,0.43605403919347724,0.3868577300870426,0.3565444461315423,0.33567522028747787,0.45999998,0.47514665,0.43401617,0.3835654,0.36787075,0.51557094,0.5447785,0.49404368,0.39961335,0.35101518,-0.050228328,-0.06111344,-0.056035463,-0.016574573,0.018241806,0.30058686235170223,0.3123069413080955,0.27916978705781764,0.25176893385821164,0.2422385716357328,2.8013465,2.8188236,2.755331,2.5907884,2.4766917,Pasture
0.12045,0.1194,0.12655,0.1355,0.1418,0.0012,0.001,0.0012,0.0015,0.0029,0.20335,0.2135,0.2842,0.354,0.4017,0.089,0.1013,0.1528,0.2009,0.2477,0.0901,0.0894,0.0992,0.1115,0.1213,0.0878,0.0827,0.0928,0.108,0.1173,0.0597,0.0626,0.084,0.1141,0.1297,0.09865,0.0962,0.11475,0.1374,0.1553,0.2314,0.1758,0.1899,0.205,0.2133,0.28865,0.2165,0.2307,0.2452,0.2515,0.27715,0.2108,0.22075,0.2374,0.2484,0.3307,0.2627,0.27365,0.2911,0.2995,0.04505,0.0391,0.04965,0.0626,0.0531,0.6687065101603314,0.5168939625596314,0.4586900754381314,0.3883452445360253,0.36345729152500206,0.5804062,0.5211349,0.4935189,0.45878226,0.4371401,0.69415987,0.61512446,0.530267,0.4368213,0.39561972,-0.08497128,-0.07651313,-0.03215787,0.020954994,0.04140237,0.4565363976651618,0.3636859168136756,0.33169123890156454,0.2933053372471324,0.2741067337533241,2.316059,2.5816202,3.0625002,3.2777777,3.4245524,Pasture
0.1279,0.1191,0.1254,0.135,0.14155,0.0016,0.001,0.00105,0.0015,0.0023,0.2403,0.2241,0.2658,0.3703,0.386,0.1199,0.1081,0.13785,0.206,0.2347,0.1002,0.0928,0.09905,0.113,0.1198,0.0982,0.0901,0.09415,0.111,0.11355,0.0844,0.0721,0.0867,0.1321,0.12945,0.1214,0.108,0.11785,0.155,0.1462,0.2229,0.2119,0.1836,0.1936,0.18345,0.2785,0.2475,0.219,0.2321,0.2118,0.2673,0.2412,0.21675,0.2338,0.2102,0.3218,0.2963,0.2611,0.2788,0.2523,0.041,0.038,0.0448,0.0565,0.04245,0.5512213125660204,0.5426469082519422,0.4198666148572955,0.2996568468668281,0.27167184195905425,0.53238094,0.5336439,0.46995074,0.43047717,0.37925377,0.5844412,0.6085776,0.5014376,0.35702118,0.32180747,-0.042883787,-0.06074924,-0.028533127,0.075681485,0.06302019,0.3929596074275728,0.38726392902956425,0.30856333251483575,0.24157428009553167,0.20898781273426975,2.4470468,2.4872365,2.8231544,3.336036,3.3993835,Pasture
0.1263,0.1238,0.1293,0.1367,0.14375,0.0014,0.0012,0.0013,0.0015,0.0024,0.2505,0.2583,0.30535,0.3956,0.39225,0.1101,0.1171,0.15085,0.2147,0.2227,0.0994,0.0992,0.10765,0.1213,0.1272,0.1005,0.1005,0.1083,0.1275,0.12865,0.081,0.0875,0.1129,0.1622,0.14845,0.1259,0.1315,0.14965,0.1953,0.1767,0.2692,0.2567,0.23985,0.2471,0.24095,0.3429,0.3099,0.2843,0.2894,0.2815,0.3255,0.2943,0.2818,0.2933,0.278,0.3933,0.3627,0.3388,0.3502,0.3303,0.0614,0.0484,0.0565,0.0719,0.05285,0.6886135001220725,0.6015563473273454,0.4671892416384881,0.33247265554258537,0.3588200610987616,0.5929526,0.56606215,0.51554465,0.4661922,0.4393725,0.65844405,0.61128384,0.50011075,0.36690083,0.37984335,-0.04958048,-0.035842307,0.013577319,0.099086255,0.059945527,0.4808067292622498,0.43443484259762183,0.3560470964996888,0.27854601934554585,0.2786973183436559,2.4925373,2.5701492,2.819483,3.102745,3.0489702,Pasture
0.1129,0.1177,0.1223,0.1311,0.1351,9.5E-4,0.0011,0.0012,0.0016,0.0029,0.14,0.2508,0.2914,0.3151,0.3598,0.0642,0.123,0.1587,0.1765,0.2204,0.0845,0.0941,0.1013,0.1131,0.1181,0.0769,0.0961,0.1007,0.1147,0.1156,0.0501,0.0752,0.0983,0.1335,0.1343,0.0798,0.1223,0.1363,0.1648,0.1563,0.17655,0.2647,0.2211,0.2192,0.1986,0.22185,0.3209,0.2604,0.261,0.2397,0.20695,0.3011,0.2511,0.2564,0.2319,0.24615,0.366,0.3092,0.3115,0.2805,0.03775,0.0511,0.0544,0.0664,0.0502,0.536829146312389,0.6541004933397796,0.4628044485129596,0.3519873842766216,0.3044438149519082,0.5239127,0.5840727,0.5086606,0.46175507,0.41630903,0.66177213,0.6591115,0.517546,0.40000004,0.35245904,-0.1088767,-0.057103835,-0.0077619534,0.06035312,0.066666655,0.3693249664506321,0.4634509123141783,0.3485950220416911,0.28253970879536067,0.23972453505867974,1.8205463,2.6097815,2.8937438,2.7471666,3.1124568,Pasture
