B1_May,B1_Jun,B1_Jul,B1_Aug,B1_Sep,B10_May,B10_Jun,B10_Jul,B10_Aug,B10_Sep,B11_May,B11_Jun,B11_Jul,B11_Aug,B11_Sep,B12_May,B12_Jun,B12_Jul,B12_Aug,B12_Sep,B2_May,B2_Jun,B2_Jul,B2_Aug,B2_Sep,B3_May,B3_Jun,B3_Jul,B3_Aug,B3_Sep,B4_May,B4_Jun,B4_Jul,B4_Aug,B4_Sep,B5_May,B5_Jun,B5_Jul,B5_Aug,B5_Sep,B6_May,B6_Jun,B6_Jul,B6_Aug,B6_Sep,B7_May,B7_Jun,B7_Jul,B7_Aug,B7_Sep,B8_May,B8_Jun,B8_Jul,B8_Aug,B8_Sep,B8A_May,B8A_Jun,B8A_Jul,B8A_Aug,B8A_Sep,B9_May,B9_Jun,B9_Jul,B9_Aug,B9_Sep,EVI_May,EVI_Jun,EVI_Jul,EVI_Aug,EVI_Sep,GNDVI_May,GNDVI_Jun,GNDVI_Jul,GNDVI_Aug,GNDVI_Sep,NDVI_May,NDVI_Jun,NDVI_Jul,NDVI_Aug,NDVI_Sep,PSRI_May,PSRI_Jun,PSRI_Jul,PSRI_Aug,PSRI_Sep,SAVI_May,SAVI_Jun,SAVI_Jul,SAVI_Aug,SAVI_Sep,Top_May,Top_Jun,Top_Jul,Top_Aug,Top_Sep,Landcover
0.17705,0.10435,0.1028,0.11075,0.1101,0.00385,7.0E-4,7.0E-4,8.5E-4,0.001,0.18535,0.10485,0.109,0.1303,0.1411,0.11125,0.0376,0.0404,0.04765,0.0516,0.1543,0.0741,0.0728,0.08155,0.0811,0.1366,0.0605,0.0602,0.0701,0.0735,0.1171,0.03285,0.0333,0.0402,0.0421,0.1303,0.05815,0.0612,0.0686,0.0735,0.22285,0.1602,0.1747,0.19995,0.2183,0.2861,0.22405,0.2389,0.2937,0.3034,0.27205,0.2118,0.2249,0.27705,0.2865,0.31135,0.25015,0.2596,0.33645,0.3432,0.0391,0.03145,0.0414,0.0467,0.0427,0.5668553665951085,0.609366232874884,0.6193891306967367,0.7666727456227255,0.7622398864261564,0.3901105,0.61049414,0.6235147,0.65514696,0.64722824,0.45337844,0.7678445,0.77261865,0.78653926,0.781469,-0.06263049,-0.11053368,-0.10362094,-0.08886908,-0.09149184,0.31382948468383054,0.41628351564125465,0.4281120093335505,0.5069012866497712,0.5101660407711879,1.3568814,1.7330579,1.8106313,1.8587731,1.9197279,Forest
0.1117,0.1078,0.1072,0.1257,0.131,0.0054,8.0E-4,8.5E-4,0.001,0.0033,0.1438,0.12675,0.1262,0.1365,0.16205,0.0551,0.0477,0.0523,0.0556,0.07235,0.0807,0.07505,0.0756,0.0891,0.10005,0.0657,0.0594,0.062,0.069,0.0864,0.0398,0.0351,0.03885,0.0447,0.0631,0.0656,0.06,0.0642,0.0709,0.09095,0.1759,0.15615,0.14045,0.1747,0.1883,0.2307,0.19525,0.19015,0.2269,0.2407,0.2252,0.1917,0.1752,0.1968,0.2179,0.2858,0.2297,0.2176,0.2543,0.27235,0.0412,0.02995,0.0366,0.0364,0.041,0.6689509272386873,0.5544633130302172,0.5056863286871878,0.6134035809065612,0.5808789045029461,0.62617356,0.58906955,0.5565093,0.5731519,0.51832753,0.7555283,0.7348943,0.69701695,0.7010033,0.62378895,-0.09062282,-0.10579015,-0.10638787,-0.09555642,-0.08555167,0.44694768843731675,0.38166840418563835,0.3544517238697726,0.3934918614226136,0.37569574460246713,2.1887367,2.1338384,2.035484,1.9782609,1.8755786,Forest
0.1169,0.1065,0.1008,0.11665,0.1089,0.00285,8.0E-4,6.0E-4,9.0E-4,0.001,0.14435,0.1355,0.1315,0.153,0.1526,0.05115,0.0475,0.0445,0.05235,0.0529,0.086,0.07505,0.0732,0.08705,0.0805,0.074,0.0659,0.0629,0.0768,0.0725,0.04085,0.03675,0.0316,0.04385,0.0398,0.06895,0.0663,0.0617,0.07445,0.0721,0.21425,0.21455,0.211,0.2374,0.2419,0.30145,0.2985,0.293,0.3344,0.322,0.29285,0.2871,0.2969,0.32925,0.3223,0.33305,0.3311,0.3274,0.3799,0.3695,0.0409,0.0349,0.0417,0.04795,0.0423,0.7828323944575616,0.7442665627012814,0.7639463038796198,0.8485039729324035,0.8205166673297934,0.6364083,0.66801006,0.67768383,0.6636742,0.6719457,0.7814924,0.80019027,0.8239554,0.79303837,0.8055216,-0.09953461,-0.08803987,-0.095601715,-0.086733356,-0.08849797,0.5015448167806,0.5087572589773306,0.5165308521517884,0.5456833625068762,0.5438799206498837,1.9506757,2.0561457,2.09062,1.9921874,2.1048276,Forest
0.1274,0.13005,0.1011,0.1023,0.1113,9.0E-4,9.0E-4,8.5E-4,8.0E-4,9.5E-4,0.1352,0.11185,0.1234,0.1176,0.1388,0.0621,0.04355,0.04385,0.0432,0.0501,0.108,0.0935,0.07235,0.0741,0.0821,0.0916,0.0759,0.0578,0.0618,0.0705,0.0669,0.0475,0.03125,0.0335,0.041,0.0824,0.0632,0.0547,0.0586,0.06475,0.2049,0.1657,0.18755,0.1812,0.19455,0.2769,0.226,0.25785,0.2429,0.2683,0.2435,0.22485,0.25315,0.2382,0.25875,0.3044,0.25075,0.29055,0.2879,0.30685,0.0285,0.02595,0.03445,0.0443,0.0383,0.6628153701289973,0.6088975773345064,0.6930005109612586,0.6815624599510827,0.7092358865257119,0.5373737,0.53528243,0.6681498,0.6465542,0.6263416,0.6396445,0.6814753,0.80578,0.79153705,0.7642662,-0.08114324,-0.11326023,-0.09137842,-0.09829801,-0.09613819,0.40887179704772303,0.3819292289210546,0.47329033017985256,0.4645726798149187,0.47033671484041,1.4759824,1.4736495,2.1349483,1.9029126,1.9687942,Forest
0.1275,0.1157,0.1055,0.13445,0.1121,0.0034,8.0E-4,8.0E-4,8.5E-4,8.0E-4,0.0652,0.1434,0.12375,0.13625,0.1302,0.0268,0.05335,0.0457,0.05335,0.0475,0.0953,0.0856,0.07655,0.09685,0.0836,0.0699,0.07335,0.06485,0.0837,0.0726,0.0458,0.0422,0.0362,0.05295,0.04215,0.0493,0.07295,0.0681,0.0815,0.07265,0.1046,0.19695,0.1813,0.21685,0.2084,0.1366,0.2631,0.2466,0.30085,0.28685,0.1335,0.26055,0.24025,0.27465,0.2694,0.158,0.30975,0.2792,0.34975,0.32935,0.0208,0.03195,0.03465,0.0456,0.03905,0.39064132416561426,0.7262880822313081,0.6586972026011527,0.7884600412931155,0.7516356978727092,0.38657308,0.6170713,0.6230199,0.6137963,0.63876104,0.55053973,0.7601932,0.7704502,0.7370251,0.7730821,-0.15253162,-0.10056497,-0.10261462,-0.08791995,-0.09245484,0.2391304467496382,0.47106636800094925,0.44701984721759186,0.49318712216309624,0.49432013554089493,0.93276113,1.9550103,1.9082497,1.6278375,1.7933884,Forest
0.1268,0.1064,0.10465,0.1105,0.1112,0.003,7.0E-4,8.0E-4,8.0E-4,0.0011,0.1368,0.1044,0.10525,0.1186,0.1272,0.0508,0.0357,0.0353,0.0428,0.0474,0.0945,0.078,0.0752,0.0816,0.0839,0.0815,0.0632,0.06115,0.0692,0.0724,0.0515,0.0345,0.0345,0.0414,0.0447,0.0743,0.0532,0.0522,0.0642,0.0696,0.2112,0.1518,0.1573,0.1673,0.1786,0.2789,0.2174,0.21235,0.2359,0.2464,0.2716,0.213,0.2119,0.2288,0.2389,0.3277,0.2336,0.24005,0.2639,0.2726,0.0299,0.0255,0.032,0.0336,0.0359,0.7441133338040781,0.5817555198268456,0.5819319473059811,0.6178496423417152,0.6250342547495713,0.60166174,0.57412404,0.5939575,0.58450913,0.58028984,0.7283755,0.74263334,0.74867964,0.72879136,0.7182477,-0.091547154,-0.122859575,-0.11101854,-0.10534293,-0.1016141,0.4712238269434844,0.3888165704364679,0.39806985329791933,0.41444183772300786,0.41826745858811987,1.6785277,1.6518989,1.7211775,1.7138728,1.756906,Forest
0.14515,0.1069,0.1053,0.1118,0.1123,0.00265,7.0E-4,9.0E-4,9.0E-4,0.0011,0.18445,0.1266,0.126,0.1421,0.1567,0.0933,0.0432,0.0431,0.0493,0.0561,0.117,0.0769,0.0746,0.0823,0.0828,0.10515,0.0638,0.0623,0.0692,0.0728,0.0824,0.0344,0.0338,0.0398,0.0425,0.10945,0.0592,0.0589,0.0686,0.0743,0.2462,0.1883,0.1845,0.1867,0.2058,0.31295,0.2621,0.2499,0.26475,0.2872,0.2896,0.2501,0.2371,0.2542,0.2705,0.3536,0.2929,0.2868,0.29475,0.3275,0.053,0.0333,0.0364,0.0455,0.0412,0.6986089378545355,0.7005040094972994,0.6800344301589486,0.695596433672235,0.7410296170231798,0.5415804,0.6422764,0.6430822,0.61972797,0.6362728,0.62201834,0.7897953,0.78914535,0.76206845,0.7702703,-0.06433823,-0.10037555,-0.099372394,-0.09974555,-0.0925191,0.4346153760736687,0.46869333206626335,0.4624664879356568,0.45824097573706457,0.4913792927371829,1.7541608,1.984326,2.022472,2.0534682,2.1524725,Forest
0.1503,0.10895,0.107,0.1139,0.1212,0.0017,0.00105,9.0E-4,9.0E-4,0.0012,0.1667,0.0721,0.1057,0.1365,0.1621,0.0997,0.0242,0.037,0.0464,0.0595,0.1316,0.0742,0.0729,0.0813,0.0906,0.1096,0.0544,0.0578,0.0698,0.0796,0.0867,0.02895,0.0304,0.0375,0.0468,0.1082,0.0467,0.0582,0.07,0.0821,0.2092,0.13,0.1805,0.2265,0.2417,0.2633,0.17335,0.249,0.3075,0.3485,0.2415,0.15045,0.2113,0.2842,0.3052,0.2859,0.18705,0.2803,0.3548,0.3942,0.0472,0.0299,0.0397,0.0526,0.0486,0.6079844078647684,0.4914516471322501,0.6820786798217262,0.81774130419307,0.8724259142105646,0.44576484,0.5493891,0.65808934,0.67121994,0.66399324,0.5346216,0.73194444,0.8043128,0.8088198,0.78775513,-0.080097936,-0.13605988,-0.09775241,-0.09103719,-0.0832065,0.34242493294541476,0.33121508306149966,0.46237817939882553,0.5333968209425061,0.5537725823011346,1.5209855,1.3253676,1.8287197,1.9555875,2.0364323,Forest
0.1135,0.1374,0.1039,0.1241,0.1118,0.0011,0.00105,9.0E-4,8.0E-4,9.0E-4,0.1523,0.1221,0.1142,0.13545,0.1473,0.0553,0.059,0.0389,0.0486,0.0499,0.082,0.11835,0.0738,0.0931,0.0829,0.0662,0.10245,0.0617,0.0786,0.0737,0.0386,0.08145,0.0316,0.04695,0.0413,0.0664,0.0899,0.0653,0.07795,0.0744,0.2071,0.1707,0.1866,0.2226,0.2347,0.2722,0.2164,0.2629,0.30955,0.3098,0.251,0.20645,0.2257,0.28145,0.2982,0.3333,0.2329,0.2791,0.34365,0.3722,0.0299,0.0313,0.0388,0.0498,0.0494,0.7756079513845962,0.454000398269591,0.676081729937525,0.8000754954893009,0.8287002712921941,0.6685857,0.38899657,0.6379108,0.62770873,0.6694326,0.7924173,0.4817878,0.79658836,0.75960064,0.8002418,-0.082808286,-0.09016745,-0.10784666,-0.0920995,-0.08704998,0.5069962054463727,0.27896480817245667,0.4579375895916924,0.49971930235043266,0.5433497692514029,2.300604,1.191801,1.8508915,1.7232826,1.9986432,Forest
0.1185,0.1174,0.1067,0.1124,0.1133,0.0027,5.0E-4,0.0011,0.001,0.001,0.1517,0.0608,0.1331,0.1459,0.1479,0.054,0.0209,0.0465,0.0512,0.0543,0.0867,0.0817,0.0755,0.0849,0.0826,0.0731,0.0591,0.0621,0.0728,0.0725,0.041,0.0337,0.0336,0.0407,0.0416,0.0743,0.0444,0.0647,0.0705,0.072,0.2419,0.1131,0.2194,0.2263,0.2137,0.3318,0.1631,0.2994,0.316,0.3038,0.3074,0.1408,0.2735,0.2926,0.2858,0.3787,0.1782,0.3339,0.3551,0.3365,0.035,0.0209,0.0403,0.0423,0.0436,0.8663861368293685,0.47059206747542126,0.7745679612696806,0.8165809637044724,0.7627249803034816,0.6764055,0.5018964,0.68636364,0.6597336,0.64547676,0.80462235,0.6819254,0.81714284,0.79434055,0.7799524,-0.08476367,-0.14253646,-0.0853549,-0.09039708,-0.09182763,0.5507774126423466,0.3044669291477893,0.5192507284789046,0.5264568052654994,0.5037581014087669,2.0752394,1.0287648,2.1433172,2.0041208,2.04,Forest
0.1641,0.1248,0.1054,0.108,0.1122,0.0039,7.0E-4,9.0E-4,9.0E-4,9.0E-4,0.1619,0.1575,0.13695,0.14,0.1443,0.0924,0.0561,0.048,0.0504,0.0524,0.1216,0.0892,0.07705,0.079,0.0841,0.1088,0.0789,0.0665,0.0692,0.0723,0.0925,0.0439,0.0368,0.0401,0.0453,0.1147,0.0774,0.0706,0.0736,0.0747,0.2257,0.2412,0.2123,0.2093,0.2041,0.2892,0.348,0.28545,0.2885,0.2701,0.2603,0.329,0.27725,0.2729,0.2592,0.3222,0.3827,0.32755,0.3328,0.3182,0.0527,0.0397,0.042,0.0449,0.0417,0.5949544161402488,0.8668508480998109,0.748988882948317,0.7459985894179809,0.7112327265606546,0.49512762,0.65814555,0.6624794,0.65572137,0.6297055,0.5538944,0.7941866,0.7979964,0.7849289,0.7507565,-0.050589696,-0.09145545,-0.09067318,-0.08743991,-0.0848523,0.3766808768822633,0.5484567156706106,0.5045698992102846,0.5029785763586992,0.47405905400128234,1.4880514,1.9961977,2.0593984,2.0231214,1.9958506,Forest
0.1102,0.1077,0.1065,0.1267,0.12265,0.004,7.0E-4,8.5E-4,9.0E-4,0.0032,0.1358,0.1149,0.11655,0.1221,0.14805,0.0466,0.0392,0.03945,0.0428,0.0554,0.0804,0.07685,0.07605,0.0925,0.09125,0.0673,0.06245,0.06245,0.07425,0.07995,0.0386,0.0334,0.0344,0.04365,0.04945,0.0679,0.0575,0.06115,0.06615,0.08205,0.196,0.1705,0.17605,0.1863,0.20935,0.2596,0.2391,0.2301,0.25225,0.27765,0.2502,0.22765,0.2261,0.24995,0.27275,0.2992,0.2682,0.27015,0.28115,0.31665,0.0392,0.0307,0.0334,0.03825,0.04175,0.7021987218432174,0.657905807929587,0.6503986487027028,0.6991051706326803,0.7190721237311546,0.63274217,0.6222592,0.62447387,0.58216095,0.59682304,0.7714624,0.7785146,0.7740929,0.73121923,0.72985524,-0.095922455,-0.108314686,-0.103831194,-0.10883868,-0.09632085,0.46657913034836557,0.43937127287405364,0.4395314199283133,0.4319229044863045,0.46276412135028383,2.0178306,1.8398719,1.8662931,1.6444446,1.8517823,Forest
0.18775,0.10955,0.1023,0.1151,0.1511,0.0035,7.5E-4,9.0E-4,9.0E-4,0.0011,0.21405,0.15545,0.1381,0.1544,0.10595,0.1344,0.054,0.0498,0.0533,0.0392,0.14685,0.0808,0.0738,0.0852,0.1131,0.1365,0.0702,0.0648,0.0756,0.09,0.12355,0.0382,0.035,0.0417,0.0599,0.1368,0.071,0.0689,0.0773,0.0687,0.2558,0.21895,0.2091,0.241,0.2044,0.32385,0.28795,0.276,0.313,0.2792,0.293,0.278,0.2535,0.2896,0.2461,0.36465,0.33035,0.3235,0.3533,0.3191,0.04105,0.0362,0.0375,0.0456,0.0382,0.600005032938491,0.7659535557595092,0.7359693863102139,0.8076723445521589,0.7804877814583581,0.45525292,0.64948195,0.6662375,0.6474703,0.5600098,0.493855,0.7927011,0.804742,0.78886074,0.683905,-0.035513513,-0.09686697,-0.092117466,-0.09595244,-0.09432781,0.365968444280786,0.5045478264519395,0.5040768865022867,0.5222346384690081,0.44232080857668127,1.5681318,2.2143874,2.1311727,2.0423281,1.1772221,Forest
0.1123,0.10275,0.0998,0.1126,0.1128,0.0058,6.5E-4,7.0E-4,8.5E-4,6.0E-4,0.14205,0.133,0.13,0.1345,0.10405,0.0521,0.0443,0.0445,0.04675,0.03505,0.0845,0.0769,0.0734,0.0852,0.0833,0.0761,0.06935,0.0656,0.07375,0.0727,0.0443,0.03585,0.0354,0.04405,0.0406,0.0767,0.07075,0.0709,0.0716,0.07225,0.202,0.207,0.2006,0.21325,0.1934,0.2643,0.27015,0.2643,0.28195,0.25035,0.2513,0.266,0.2521,0.2696,0.2372,0.3043,0.309,0.2935,0.31945,0.27425,0.04045,0.03,0.036,0.041,0.0305,0.694184877852812,0.7208264793359404,0.6753715783024951,0.7287641836753291,0.6540420995345765,0.5998949,0.63340825,0.6346422,0.62487286,0.58091944,0.7458405,0.7920835,0.784737,0.7576341,0.7420994,-0.10450213,-0.10841423,-0.10289608,-0.092972286,-0.11704649,0.45958049544261925,0.4849677291348233,0.467064793637997,0.47840184086893633,0.43010983281330595,1.8666228,1.9178083,1.9817072,1.8237288,1.4312242,Forest
0.1104,0.16735,0.1011,0.1076,0.1124,0.0035,8.0E-4,6.0E-4,7.0E-4,8.0E-4,0.1372,0.209,0.1222,0.1309,0.1383,0.0491,0.10385,0.0428,0.0474,0.0498,0.0798,0.15815,0.0706,0.0749,0.0834,0.0668,0.14235,0.0623,0.0688,0.0759,0.0381,0.1213,0.0297,0.0343,0.0418,0.0694,0.15375,0.0649,0.068,0.0751,0.1933,0.27905,0.2194,0.2305,0.2304,0.2631,0.357,0.2999,0.3138,0.3163,0.234,0.3338,0.2661,0.3087,0.2965,0.3023,0.3914,0.3379,0.3579,0.3557,0.0362,0.0412,0.0343,0.0465,0.0408,0.7083869797714857,0.7236825016365407,0.7809649712527734,0.8074255211483985,0.7999490314949232,0.63803846,0.4666042,0.6886557,0.67752516,0.64828545,0.7761457,0.5268188,0.83841133,0.8250892,0.78968555,-0.09493879,-0.053781312,-0.096478246,-0.09639565,-0.09586732,0.4715611677745955,0.4000691380326468,0.5328492538502556,0.5440484140434476,0.5246239409663634,2.0538921,1.4682121,1.9614767,1.9026161,1.8221344,Forest
0.22435,0.10685,0.09515,0.1117,0.1062,0.00385,8.5E-4,8.0E-4,8.5E-4,8.0E-4,0.24355,0.1318,0.11145,0.1229,0.1208,0.1617,0.0489,0.03875,0.04335,0.0426,0.18605,0.07805,0.06855,0.08245,0.0795,0.1766,0.06615,0.05665,0.0686,0.0679,0.17135,0.03665,0.0292,0.0388,0.0381,0.18615,0.06915,0.05885,0.0661,0.0664,0.2811,0.2013,0.2,0.21355,0.2045,0.34165,0.2731,0.2691,0.30375,0.2834,0.30605,0.26085,0.2433,0.27515,0.2739,0.37345,0.3267,0.29985,0.3254,0.3213,0.0599,0.04095,0.04185,0.05895,0.0503,0.5021492296343968,0.7543759571483999,0.7041392013614987,0.7623759709101804,0.7424107178136362,0.35787657,0.66323024,0.6821879,0.6517767,0.6510791,0.37096182,0.7982662,0.82251936,0.78693026,0.78797996,-0.014058085,-0.09029692,-0.09154578,-0.091579586,-0.09274822,0.29015123394819925,0.503938154166057,0.4896869736764998,0.497454284368368,0.49429834653592714,1.3791053,1.9924413,1.9673433,1.7915453,1.779087,Forest
0.166,0.1099,0.11855,0.115,0.1321,0.0013,8.0E-4,0.001,9.0E-4,0.00125,0.2585,0.1006,0.11235,0.114,0.15715,0.1725,0.036,0.0417,0.0418,0.05825,0.1775,0.07735,0.085,0.0819,0.0995,0.1707,0.0626,0.0703,0.0718,0.08895,0.1654,0.0347,0.039,0.0381,0.0547,0.1731,0.0566,0.0646,0.068,0.08825,0.2577,0.15825,0.18295,0.19505,0.2458,0.3257,0.2202,0.2498,0.26035,0.33105,0.2897,0.20925,0.24835,0.26275,0.31585,0.3629,0.24815,0.2828,0.2953,0.3732,0.0262,0.0365,0.0454,0.0433,0.0505,0.4821541591412991,0.6090045476452197,0.6931649941858483,0.7068652912348107,0.8336387104170008,0.3601949,0.5971038,0.60181254,0.6088259,0.61506003,0.3738406,0.7546403,0.7576134,0.7714457,0.7443328,-0.014604576,-0.112432,-0.11067892,-0.11412123,-0.09177385,0.28809684853551276,0.40898640707080797,0.44499876711384584,0.4629229735982099,0.5148722951492709,1.5143527,1.6070286,1.5981508,1.5877438,1.7667229,Forest
0.1266,0.1088,0.1135,0.1152,0.1312,0.00385,7.0E-4,8.0E-4,9.0E-4,0.001,0.15065,0.1199,0.13215,0.13955,0.1714,0.05735,0.0444,0.05105,0.0584,0.0692,0.09065,0.0762,0.08075,0.0824,0.09805,0.07445,0.06,0.0666,0.0681,0.0822,0.04515,0.0342,0.0383,0.0397,0.05265,0.07255,0.0582,0.0698,0.0758,0.08995,0.2004,0.1595,0.19105,0.19175,0.2364,0.2774,0.2208,0.23855,0.2506,0.3026,0.23965,0.1864,0.2158,0.22805,0.28575,0.31485,0.2495,0.27475,0.28445,0.3424,0.03175,0.0379,0.0482,0.0487,0.04835,0.7443079877983281,0.6094316204603081,0.6575910177851086,0.6763665378160536,0.7848687684322497,0.6175186,0.61227787,0.60978466,0.61367184,0.6128121,0.74916667,0.7589002,0.75531065,0.7550517,0.7334515,-0.09306019,-0.1034068,-0.10300274,-0.09984179,-0.086302556,0.4704069783904964,0.4120837107564474,0.4362277764702645,0.4454589472690727,0.48558741167637776,2.0235057,1.9983335,1.9842341,2.0491924,2.085158,Forest
0.203,0.1104,0.11005,0.1136,0.1266,0.002,8.5E-4,9.0E-4,0.001,0.001,0.2766,0.10615,0.12485,0.1279,0.1559,0.1674,0.03815,0.04535,0.0455,0.0567,0.2141,0.07615,0.07785,0.082,0.0948,0.2006,0.0574,0.06075,0.0679,0.0811,0.189,0.03155,0.03435,0.0385,0.0485,0.1968,0.0495,0.0627,0.067,0.0779,0.2847,0.14845,0.17375,0.1767,0.2306,0.3454,0.1936,0.21885,0.2292,0.3076,0.3311,0.16475,0.1926,0.2126,0.2766,0.3721,0.23275,0.2507,0.2729,0.3302,0.0403,0.0389,0.0499,0.0495,0.0464,0.5084134260107774,0.5911214143558513,0.6196122094558448,0.6592417431781001,0.7737310299807909,0.2994587,0.6043426,0.6098892,0.6015258,0.60564065,0.3263233,0.76125616,0.75898963,0.7527296,0.74386054,-0.031174423,-0.11106336,-0.10530514,-0.10773178,-0.098728046,0.2588351732286334,0.39487111848134454,0.4133813082836154,0.4333250982715208,0.4808808280507724,1.3788635,1.8493031,2.055144,1.8836524,1.9223181,Forest
0.12915,0.1059,0.1094,0.113,0.127,0.0048,7.0E-4,9.0E-4,9.0E-4,0.0012,0.16605,0.1436,0.1429,0.1474,0.1727,0.0611,0.0517,0.0521,0.0534,0.0622,0.1033,0.0788,0.0808,0.0838,0.0955,0.08935,0.0692,0.069,0.0728,0.0871,0.0562,0.0375,0.0383,0.0406,0.0524,0.0858,0.0747,0.0715,0.0781,0.0897,0.22735,0.203,0.2017,0.2264,0.2487,0.31455,0.2783,0.2709,0.302,0.3261,0.2952,0.2684,0.2695,0.287,0.3142,0.35835,0.3154,0.3247,0.3431,0.3728,0.0336,0.0447,0.0555,0.0538,0.0452,0.8203464275488898,0.7317779638330192,0.754876096572656,0.7892402668160059,0.8249652232380076,0.6008488,0.6401456,0.6494793,0.6499158,0.621222,0.72886264,0.7874752,0.7889807,0.78837633,0.75352776,-0.09250732,-0.10050729,-0.09454881,-0.09385019,-0.093079396,0.49557159913983534,0.4887442859336612,0.4977983750119647,0.5134661169486685,0.5194552441759905,1.8584219,2.0751445,2.0710146,2.0247252,1.9827784,Forest
0.1883,0.1064,0.1202,0.1115,0.13195,0.0036,7.0E-4,0.00115,9.0E-4,0.0011,0.23895,0.1377,0.11525,0.1388,0.17465,0.1426,0.0493,0.05065,0.0509,0.06455,0.17415,0.0768,0.0942,0.0808,0.0992,0.161,0.065,0.07685,0.0704,0.0902,0.14045,0.0363,0.04885,0.0384,0.05325,0.15685,0.0651,0.07125,0.0772,0.096,0.26465,0.1867,0.17325,0.2178,0.27465,0.33845,0.2439,0.2233,0.2914,0.366,0.3227,0.2364,0.223,0.2981,0.36405,0.3743,0.287,0.2517,0.334,0.41665,0.03965,0.0349,0.04485,0.0477,0.04975,0.6418279399607555,0.6747954571703827,0.6049445635661388,0.7710767466219772,0.9156881682588129,0.39846817,0.6306818,0.5321869,0.65182984,0.64407617,0.4542982,0.77544075,0.6749293,0.79377013,0.773356,-0.05490248,-0.099999994,-0.11124352,-0.09580838,-0.088683546,0.3456762770284082,0.4567593840426835,0.3800824629557567,0.508253080954735,0.5620167003316557,1.4841615,2.1184616,1.4996747,1.9715909,1.9362527,Forest
0.24755,0.1039,0.1109,0.1084,0.1296,0.004,7.0E-4,9.0E-4,8.0E-4,0.0011,0.29615,0.1146,0.1251,0.12135,0.1631,0.20715,0.0392,0.0399,0.0417,0.0618,0.25515,0.0749,0.0817,0.0793,0.0986,0.2412,0.0646,0.0694,0.0688,0.0905,0.2326,0.035,0.038,0.038,0.0547,0.237,0.0602,0.0647,0.0665,0.0914,0.3315,0.1777,0.2105,0.1957,0.2498,0.3948,0.2431,0.2566,0.2589,0.3422,0.3654,0.2358,0.26005,0.25605,0.3289,0.4287,0.2764,0.3059,0.2961,0.3949,0.0476,0.0391,0.0436,0.044,0.0455,0.5383368831530639,0.6526793976984914,0.7270802869418587,0.6943024670605922,0.8646807686354185,0.27989253,0.6211144,0.63016254,0.6229104,0.6271117,0.29653713,0.7752087,0.7790055,0.7725232,0.7566726,-0.02006064,-0.107091166,-0.102647915,-0.10401893,-0.09065586,0.2532937173481338,0.4462657130382622,0.4761820240305016,0.4641529704706404,0.5373841593491839,1.2278192,1.7739938,1.8025937,1.763808,1.8022101,Forest
0.1214,0.1041,0.1086,0.1106,0.13325,0.00455,8.0E-4,9.0E-4,8.0E-4,0.0014,0.1243,0.1018,0.1042,0.1063,0.1423,0.04445,0.0348,0.0396,0.0402,0.05305,0.08865,0.0734,0.0796,0.0801,0.1033,0.06875,0.055,0.0597,0.0628,0.08695,0.0429,0.032,0.037,0.0396,0.0588,0.06185,0.0511,0.055,0.0613,0.0828,0.1691,0.1448,0.1404,0.1555,0.20615,0.2262,0.1901,0.1977,0.2064,0.28635,0.2088,0.1636,0.1703,0.1823,0.25935,0.26975,0.2275,0.2144,0.2321,0.3286,0.03175,0.0393,0.0467,0.0468,0.04625,0.6577078251287356,0.5624280740885539,0.5283535619835201,0.5538293240758129,0.7439474593099301,0.59379613,0.6106195,0.56439257,0.5740929,0.5815185,0.72557175,0.7533719,0.70564836,0.708502,0.6964378,-0.09582948,-0.10109889,-0.10587687,-0.09995691,-0.085666455,0.4187226966281133,0.38610928826399515,0.3541389294326691,0.3741738950268509,0.4560513720812309,1.808,1.8509091,1.7453935,1.6926751,1.6365727,Forest
0.1669,0.1047,0.1124,0.1106,0.1331,0.003,8.0E-4,9.0E-4,8.0E-4,0.0015,0.2044,0.1446,0.1538,0.1451,0.1717,0.11925,0.0494,0.0536,0.0501,0.06025,0.1148,0.0738,0.0785,0.0776,0.1004,0.106,0.0626,0.0655,0.0635,0.08625,0.09095,0.033,0.0345,0.035,0.0527,0.124,0.0682,0.0741,0.0676,0.08505,0.26225,0.2187,0.2466,0.2276,0.2615,0.3496,0.3184,0.3254,0.3125,0.35765,0.31855,0.2696,0.2977,0.279,0.328,0.38875,0.3637,0.3772,0.3596,0.4076,0.0421,0.0465,0.0594,0.0551,0.0559,0.693558141971824,0.8200257790674841,0.8606660663489764,0.8216889688563088,0.9139369270433046,0.5715008,0.7063101,0.70408857,0.6998345,0.65070367,0.62080467,0.8336274,0.8324022,0.8226052,0.77101886,-0.03871383,-0.08138576,-0.082184516,-0.07925473,-0.08231109,0.45595589627337574,0.5531950514883974,0.5638367980119625,0.5442656012697401,0.5543579952041396,1.9283019,2.309904,2.3480916,2.2850392,1.9907247,Forest
